"pmid","pmcid_pmc","pmcid_uid","doi","filename","is_research","is_review","is_relevant_data","is_relevant_code","article","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","is_success"
"30881481","","6383426","10.1155/2019/9248246","../publications/PMC6383426.xml",TRUE,FALSE,TRUE,TRUE,"10.1155/2019/9248246",FALSE,"",FALSE,"","",TRUE
"30795739","","6387516","10.1186/s12879-019-3816-7","../publications/PMC6387516.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12879-019-3816-7",FALSE,"",FALSE,"","",TRUE
"30691092","","6388120","10.3390/ijerph16030339","../publications/PMC6388120.xml",TRUE,FALSE,TRUE,TRUE,"10.3390/ijerph16030339",FALSE,"",FALSE,"","",TRUE
"30804467","","6389963","10.1038/s41598-019-38930-y","../publications/PMC6389963.xml",TRUE,FALSE,TRUE,TRUE,"10.1038/s41598-019-38930-y",FALSE,"",FALSE,"","",TRUE
"30817798","","6394933","10.1371/journal.pone.0212969","../publications/PMC6394933.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0212969",FALSE,"",FALSE,"","",TRUE
"30768613","","6395009","10.1371/journal.pntd.0007170","../publications/PMC6395009.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pntd.0007170",TRUE,"general-purpose repository, supplement, data availability statement",FALSE,"plos publication stage vor-update-to-uncorrected-proof publication update 2019-02-28 data availability data of each individual analyzed are available from the harvard dataverse site: https://dataverse harvard edu/dataverse xhtml bacigalupo antonella; ihle-soto camila; costoya eduardo; correa juana p; cornejo-villar berenice; estadella viviana; solari aldo; ortiz sylvia; hern'andez h'ector j; botto-mahan carezza; gorla david e; cattan pedro e 2019 ""replication data for: ihle-soto costoya et al"" https://doi org/10 7910/dvn/esn21f harvard dataverse v1 unf:6:iflakufesnp07id8z67y+g==[fileunf] data availability data of each individual analyzed are available from the harvard dataverse site: https://dataverse harvard edu/dataverse xhtml bacigalupo antonella; ihle-soto camila; costoya eduardo; correa juana p; cornejo-villar berenice; estadella viviana; solari aldo; ortiz sylvia; hern'andez h'ector j; botto-mahan carezza; gorla david e; cattan pedro e 2019 ""replication data for: ihle-soto costoya et al"" https://doi org/10 7910/dvn/esn21f harvard dataverse v1 unf:6:iflakufesnp07id8z67y+g==[fileunf] chagas disease is a zoonotic parasitic disease endemic in 22 countries of america caused by the flagellated protozoa trypanosoma cruzi .    xlsx) click here for additional data file s3 data availability data of each individual analyzed are available from the harvard dataverse","",TRUE
"30822344","","6396920","10.1371/journal.pone.0212934","../publications/PMC6396920.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0212934",TRUE,"data availability statement",FALSE,"data availability all relevant data are within the paper and its supporting information files. visceral leishmaniasis is the second most parasitic killer in the globe next to malaria responsible for an estimated 200000","",TRUE
"30824756","","6397245","10.1038/s41598-019-39871-2","../publications/PMC6397245.xml",TRUE,FALSE,TRUE,TRUE,"10.1038/s41598-019-39871-2",FALSE,"",FALSE,"","",TRUE
"30808752","","6397594","10.1073/pnas.1806094116","../publications/PMC6397594.xml",TRUE,FALSE,TRUE,FALSE,"10.1073/pnas.1806094116",FALSE,"",FALSE,"","",TRUE
"30832594","","6399923","10.1186/s12879-019-3703-2","../publications/PMC6399923.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/s12879-019-3703-2",FALSE,"",FALSE,"","",TRUE
"30845236","","6405095","10.1371/journal.pone.0213190","../publications/PMC6405095.xml",TRUE,FALSE,TRUE,FALSE,"10.1371/journal.pone.0213190",TRUE,"general-purpose repository, data availability statement",FALSE,"these data are also available from https://doi org/10 6084/m9 figshare 7598873 v1 .;     these data are also available from https://doi org/10 6084/m9 figshare 7598873 v1 .     data availability timeseries data is fully plotted in the manuscript figures. these data are also available from https://doi","",TRUE
"30891185","","6405508","10.1002/ece3.4738","../publications/PMC6405508.xml",TRUE,FALSE,TRUE,TRUE,"10.1002/ece3.4738",TRUE,"data availability statement",FALSE,"data accessibility raw survey data fitted models and code: dryad","",TRUE
"30891269","","6408420","10.1098/rsos.181394","../publications/PMC6408420.xml",TRUE,FALSE,TRUE,TRUE,"10.1098/rsos.181394",TRUE,"general-purpose repository",TRUE,"pmc6408420 pmc6408420 6408420 30891269 10 1098/rsos181394 rsos181394 1001 87 1004 24 biology (whole organism) research article modelling the transmission dynamics of campylobacter in ontario canada assuming house flies musca domestica are a mechanical vector of disease transmission modelling campylobacter transmission author for correspondence: amy l greer e-mail: agreer@uoguelph ca electronic supplementary material is available online at https://dx doi org/10 6084/m9 figshare c 4382246 2 2019 13 2 2019 13 2 2019 [ comment ] 6 2 181394 22 8 2018 14 1 2019 (c) 2019 the authors2019 published by the royal society under the terms of the creative commons attribution license http://creativecommons org/licenses/by/4 0/ which permits unrestricted use provided the original author and source are credited [ pi ] campylobacter 's complicated dynamics and multiple transmission routes have made it difficult to describe using a mathematical framework. data accessibility our data are deposited at github: https://github com/mmcousins/royalsocietyopensciencecousinsetal2018 git .","data accessibility our data are deposited at github: https://github com/mmcousins/royalsocietyopensciencecousinsetal2018 git .",TRUE
"30850598","","6408462","10.1038/s41467-019-09035-x","../publications/PMC6408462.xml",TRUE,FALSE,TRUE,TRUE,"10.1038/s41467-019-09035-x",TRUE,"general-purpose repository",TRUE,"data availability data code and description of how to replicate the analyses are available on github at https://github com/roidtman/natcomm_dengue_china .","data availability data code and description of how to replicate the analyses are available on github at https://github com/roidtman/natcomm_dengue_china .",TRUE
"30601755","","6416538","10.2196/publichealth.9176","../publications/PMC6416538.xml",TRUE,FALSE,TRUE,TRUE,"10.2196/publichealth.9176",FALSE,"",FALSE,"","",TRUE
"30866826","","6417031","10.1186/s12879-019-3840-7","../publications/PMC6417031.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12879-019-3840-7",FALSE,"",FALSE,"","",TRUE
"30837248","","6429744","10.1136/bmjopen-2018-023453","../publications/PMC6429744.xml",TRUE,FALSE,TRUE,TRUE,"10.1136/bmjopen-2018-023453",FALSE,"",FALSE,"","",TRUE
"30350000","","6430827","10.1007/s10393-018-1385-7","../publications/PMC6430827.xml",TRUE,FALSE,TRUE,TRUE,"10.1007/s10393-018-1385-7",FALSE,"",FALSE,"","",TRUE
"30882314","","6433008","10.3201/eid2504.172121","../publications/PMC6433008.xml",TRUE,FALSE,TRUE,TRUE,"10.3201/eid2504.172121",FALSE,"",FALSE,"","",TRUE
"30865618","","6433293","10.1371/journal.pcbi.1006875","../publications/PMC6433293.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pcbi.1006875",FALSE,"",FALSE,"","",TRUE
"30914669","","6435716","10.1038/s41598-019-41192-3","../publications/PMC6435716.xml",TRUE,FALSE,TRUE,TRUE,"10.1038/s41598-019-41192-3",TRUE,"general-purpose repository",TRUE,"our analytical framework has been implemented in an open-source software pipeline to enable real-time predictive mapping of evd using publically available data (https://github com/seeg-oxford/ebola-spread).","our analytical framework has been implemented in an open-source software pipeline to enable real-time predictive mapping of evd using publically available data (https://github com/seeg-oxford/ebola-spread).",TRUE
"30921386","","6438564","10.1371/journal.pone.0214306","../publications/PMC6438564.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0214306",FALSE,"",FALSE,"","",TRUE
"30922405","","6440137","10.1186/s40249-019-0533-9","../publications/PMC6440137.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s40249-019-0533-9",TRUE,"supplement",FALSE,"additional file 4: statistical characteristics of variables and gam fitting results (xlsx","",TRUE
"30893294","","6443188","10.1371/journal.pcbi.1006710","../publications/PMC6443188.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pcbi.1006710",TRUE,"general-purpose repository",TRUE,"plos publication stage vor-update-to-uncorrected-proof publication update 2019-04-01 data availability data and code are available at https://github com/confunguido/iquitosim_ploscompbio_2019 .;     data availability data and code are available at https://github com/confunguido/iquitosim_ploscompbio_2019 .","plos publication stage vor-update-to-uncorrected-proof publication update 2019-04-01 data availability data and code are available at https://github com/confunguido/iquitosim_ploscompbio_2019 .;     data availability data and code are available at https://github com/confunguido/iquitosim_ploscompbio_2019 .",TRUE
"30869008","","6452860","10.1017/S0950268818003497","../publications/PMC6452860.xml",TRUE,FALSE,TRUE,FALSE,"10.1017/S0950268818003497",FALSE,"",FALSE,"","",TRUE
"30993854","","6468264","10.1002/jia2.25279","../publications/PMC6468264.xml",TRUE,FALSE,TRUE,FALSE,"10.1002/jia2.25279",FALSE,"",FALSE,"","",TRUE
"30868213","","6469721","10.1007/s00285-019-01329-4","../publications/PMC6469721.xml",TRUE,FALSE,TRUE,FALSE,"10.1007/s00285-019-01329-4",FALSE,"",FALSE,"","",TRUE
"30958817","","6472822","10.1371/journal.pcbi.1006173","../publications/PMC6472822.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pcbi.1006173",FALSE,"",FALSE,"","",TRUE
"31009473","","6476469","10.1371/journal.pone.0214650","../publications/PMC6476469.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0214650",TRUE,"general-purpose repository, data availability statement",FALSE,"data availability data are available at doi: 10 5061/dryad fh8k355 .;     data availability data are available at doi: 10 5061/dryad fh8k355 .     data availability data are available at doi","",TRUE
"30987085","","6480297","10.3390/ijerph16071191","../publications/PMC6480297.xml",TRUE,FALSE,TRUE,TRUE,"10.3390/ijerph16071191",FALSE,"",FALSE,"","",TRUE
"30959783","","6480969","10.3390/ijerph16071223","../publications/PMC6480969.xml",TRUE,FALSE,TRUE,TRUE,"10.3390/ijerph16071223",TRUE,"general-purpose repository, data availability statement",TRUE,"data accessibility the data and analysis code for this study have been made publicly available under the mit license at the github repository https://github com/boxu123/h1n1roadsocioeco .    data accessibility the data and analysis code for this study have been made publicly available under the mit license at the github repository https://github com/boxu123","data accessibility the data and analysis code for this study have been made publicly available under the mit license at the github repository https://github com/boxu123/h1n1roadsocioeco .",TRUE
"30802984","","6482850","10.1002/clc.23162","../publications/PMC6482850.xml",TRUE,FALSE,TRUE,TRUE,"10.1002/clc.23162",FALSE,"",FALSE,"","",TRUE
"30986218","","6483276","10.1371/journal.pntd.0007298","../publications/PMC6483276.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pntd.0007298",TRUE,"general-purpose repository",TRUE,"plos publication stage vor-update-to-uncorrected-proof publication update 2019-04-25 data availability datasets and code needed to reproduce the results presented here are available on github at https://github com/alramadona/socmed-spreaden .;     data availability datasets and code needed to reproduce the results presented here are available on github at https://github com/alramadona/socmed-spreaden .","plos publication stage vor-update-to-uncorrected-proof publication update 2019-04-25 data availability datasets and code needed to reproduce the results presented here are available on github at https://github com/alramadona/socmed-spreaden .;     data availability datasets and code needed to reproduce the results presented here are available on github at https://github com/alramadona/socmed-spreaden .",TRUE
"31024009","","6484025","10.1038/s41597-019-0042-5","../publications/PMC6484025.xml",TRUE,FALSE,TRUE,TRUE,"10.1038/s41597-019-0042-5",TRUE,"data availability statement, data journal",FALSE,"deposited data sets can now themselves be standalone citable ""data papers"" ( e g - ) or even depositions without any traditional manuscript (but as an authored 'digital product' with persistent identifiers such as a doi","",TRUE
"30338588","","6491983","10.1002/hec.3834","../publications/PMC6491983.xml",TRUE,FALSE,TRUE,TRUE,"10.1002/hec.3834",FALSE,"",FALSE,"","",TRUE
"31039734","","6492399","10.1186/s12879-019-3910-x","../publications/PMC6492399.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/s12879-019-3910-x",FALSE,"",FALSE,"","",TRUE
"31048894","","6497253","10.1371/journal.pone.0212051","../publications/PMC6497253.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0212051",TRUE,"supplement",FALSE,"s1 file (xlsx","",TRUE
"31009460","","6497439","10.1371/journal.pntd.0007012","../publications/PMC6497439.xml",TRUE,FALSE,TRUE,FALSE,"10.1371/journal.pntd.0007012",FALSE,"",FALSE,"","",TRUE
"31053075","","6500027","10.1186/s12936-019-2791-1","../publications/PMC6500027.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12936-019-2791-1",FALSE,"",FALSE,"","",TRUE
"31064395","","6505121","10.1186/s13071-019-3430-y","../publications/PMC6505121.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s13071-019-3430-y",FALSE,"",TRUE,"","code developed for the present study is available at https://github com/ebucksjeff/vl_spatial_model .",TRUE
"30868998","","6518471","10.1017/S0950268818003424","../publications/PMC6518471.xml",TRUE,FALSE,TRUE,FALSE,"10.1017/S0950268818003424",FALSE,"",FALSE,"","",TRUE
"30869028","","6518523","10.1017/S0950268818003412","../publications/PMC6518523.xml",TRUE,FALSE,TRUE,TRUE,"10.1017/S0950268818003412",FALSE,"",FALSE,"","",TRUE
"31088391","","6518525","10.1186/s12879-019-4028-x","../publications/PMC6518525.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12879-019-4028-x",TRUE,"supplement",TRUE,"xlsx 13 kb) additional file 2","the r script of the function is included in additional file 2 .;     the r script to conduct the neural network models is included in additional file 3 .",TRUE
"31063086","","6518527","10.1017/S0950268818003680","../publications/PMC6518527.xml",TRUE,FALSE,TRUE,FALSE,"10.1017/S0950268818003680",FALSE,"",FALSE,"","",TRUE
"31364529","","6518559","10.1017/S0950268819000803","../publications/PMC6518559.xml",TRUE,FALSE,TRUE,FALSE,"10.1017/S0950268819000803",FALSE,"",FALSE,"","",TRUE
"31364559","","6518582","10.1017/S095026881900075X","../publications/PMC6518582.xml",TRUE,FALSE,TRUE,TRUE,"10.1017/S095026881900075X",FALSE,"",FALSE,"","",TRUE
"30868999","","6518604","10.1017/S095026881800362X","../publications/PMC6518604.xml",TRUE,FALSE,TRUE,FALSE,"10.1017/S095026881800362X",FALSE,"",FALSE,"","",TRUE
"30869007","","6518843","10.1017/S0950268818003540","../publications/PMC6518843.xml",TRUE,FALSE,TRUE,TRUE,"10.1017/S0950268818003540",TRUE,"general-purpose repository",TRUE,"supplementary material for supplementary material accompanying this paper visit https://doi org/10 1017/s0950268818003540 click here to view supplementary material data the computational system and data for reproducibility is available at https://github com/thomasvilches/influenza2 .","supplementary material for supplementary material accompanying this paper visit https://doi org/10 1017/s0950268818003540 click here to view supplementary material data the computational system and data for reproducibility is available at https://github com/thomasvilches/influenza2 . supplementary material for supplementary material accompanying this paper visit https://doi org/10 1017/s0950268818003540 click here to view supplementary material data the computational system and data for reproducibility is available at https://github com/thomasvilches/influenza2 .",TRUE
"31101079","","6525345","10.1186/s12879-019-4011-6","../publications/PMC6525345.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/s12879-019-4011-6",TRUE,"supplement",FALSE,"xlsx 15 kb) additional file 2","",TRUE
"31120877","","6532839","10.1371/journal.pcbi.1006977","../publications/PMC6532839.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pcbi.1006977",TRUE,"general-purpose repository",TRUE,"the corresponding data files can be downloaded from https://dataverse harvard edu/dataset xhtml?;     the corresponding data files can be downloaded from https://dataverse harvard edu/dataset xhtml? data availability all data related to the model are available from https://github com/sharma-etal/voluntary-vaccination .;     data availability all data related to the model are available from https://github com/sharma-etal/voluntary-vaccination .","data availability all data related to the model are available from https://github com/sharma-etal/voluntary-vaccination .;     data availability all data related to the model are available from https://github com/sharma-etal/voluntary-vaccination .",TRUE
"30972440","","6534529","10.1007/s00285-019-01347-2","../publications/PMC6534529.xml",TRUE,FALSE,TRUE,TRUE,"10.1007/s00285-019-01347-2",FALSE,"",FALSE,"","",TRUE
"31129573","","6538008","10.1136/bmjopen-2018-024197","../publications/PMC6538008.xml",TRUE,FALSE,TRUE,TRUE,"10.1136/bmjopen-2018-024197",FALSE,"",TRUE,"","r codes were provided to show how to employ the time-dependent wavelet analysis to assess the periodicity of the time series and gamlss model to study the association between seasonal characteristics of dengue and climatic variables (see online supplementary material 'r codes').",TRUE
"31035715","","6539434","10.3390/ijerph16091518","../publications/PMC6539434.xml",TRUE,FALSE,TRUE,FALSE,"10.3390/ijerph16091518",FALSE,"",FALSE,"","",TRUE
"31067679","","6539923","10.3390/ijerph16091592","../publications/PMC6539923.xml",TRUE,FALSE,TRUE,TRUE,"10.3390/ijerph16091592",FALSE,"",FALSE,"","",TRUE
"31036482","","6540601","10.1016/S2352-3018(19)30038-4","../publications/PMC6540601.xml",TRUE,FALSE,TRUE,FALSE,"10.1016/S2352-3018(19)30038-4",FALSE,"",FALSE,"","",TRUE
"31142826","","6541597","10.1038/s41598-019-44469-9","../publications/PMC6541597.xml",TRUE,FALSE,TRUE,TRUE,"10.1038/s41598-019-44469-9",FALSE,"",FALSE,"","",TRUE
"31142311","","6542035","10.1186/s12889-019-6968-x","../publications/PMC6542035.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12889-019-6968-x",TRUE,"general-purpose repository, data availability statement",TRUE,"availability of data and materials the model description is provided in additional file 1 ; the model implementation input data files and analysis scripts are available in a public figshare repository: 10 4225/49/5acee30523515.     availability of data and materials the model description is provided in additional file 1 ; the model implementation input data files and analysis scripts are available in a public figshare","availability of data and materials the model description is provided in additional file 1 ; the model implementation input data files and analysis scripts are available in a public figshare repository: 10 4225/49/5acee30523515.",TRUE
"31145744","","6542505","10.1371/journal.pntd.0007255","../publications/PMC6542505.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pntd.0007255",FALSE,"",FALSE,"","",TRUE
"31164093","","6549279","10.1186/s12879-019-4015-2","../publications/PMC6549279.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12879-019-4015-2",FALSE,"",FALSE,"","",TRUE
"31182773","","6557850","10.1038/s41598-019-44930-9","../publications/PMC6557850.xml",TRUE,FALSE,TRUE,TRUE,"10.1038/s41598-019-44930-9",TRUE,"general-purpose repository",TRUE,"data availability all relevant data are available at https://github com/mlif/network-data .","data availability all relevant data are available at https://github com/mlif/network-data .",TRUE
"31182036","","6558731","10.1186/s12879-019-4119-8","../publications/PMC6558731.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12879-019-4119-8",FALSE,"",FALSE,"","",TRUE
"31085656","","6561209","10.1073/pnas.1818433116","../publications/PMC6561209.xml",TRUE,FALSE,TRUE,TRUE,"10.1073/pnas.1818433116",TRUE,"general-purpose repository",TRUE,"data deposition: the code used in this paper has been deposited in the github repository https://github com/nthakkar-idm/campaign_timing .","data deposition: the code used in this paper has been deposited in the github repository https://github com/nthakkar-idm/campaign_timing .",TRUE
"31196004","","6567494","10.1186/s12879-019-4153-6","../publications/PMC6567494.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/s12879-019-4153-6",TRUE,"supplement",FALSE,"csv 6 kb) additional file 2","",TRUE
"31199806","","6568380","10.1371/journal.pone.0208292","../publications/PMC6568380.xml",TRUE,FALSE,TRUE,FALSE,"10.1371/journal.pone.0208292",FALSE,"",FALSE,"","",TRUE
"31200692","","6570872","10.1186/s12889-019-7103-8","../publications/PMC6570872.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12889-019-7103-8",FALSE,"",FALSE,"","",TRUE
"31109024","","6572372","10.3390/ijerph16101759","../publications/PMC6572372.xml",TRUE,FALSE,TRUE,TRUE,"10.3390/ijerph16101759",FALSE,"",FALSE,"","",TRUE
"31249824","","6582658","10.3389/fpubh.2019.00148","../publications/PMC6582658.xml",TRUE,FALSE,TRUE,TRUE,"10.3389/fpubh.2019.00148",FALSE,"",FALSE,"","",TRUE
"31209084","","6589045","10.1136/bmjopen-2018-025773","../publications/PMC6589045.xml",TRUE,FALSE,TRUE,TRUE,"10.1136/bmjopen-2018-025773",FALSE,"",FALSE,"","",TRUE
"31234938","","6591835","10.1186/s13104-019-4393-y","../publications/PMC6591835.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s13104-019-4393-y",FALSE,"",FALSE,"","",TRUE
"31234829","","6591850","10.1186/s12889-019-7036-2","../publications/PMC6591850.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/s12889-019-7036-2",TRUE,"data availability statement",FALSE,"availability of data and materials the data files and supplementary materials used for this study can be found at https://figshare","",TRUE
"31199809","","6594658","10.1371/journal.pntd.0007395","../publications/PMC6594658.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pntd.0007395",TRUE,"data availability statement",TRUE,"data availability all files to replicate the methodology contained within the paper can be found here: doi","further algorithmic details and code are available on github ( https://github com/sjfox/rnot_updater ).",TRUE
"31297469","","6595052","10.1016/j.idm.2019.06.002","../publications/PMC6595052.xml",TRUE,FALSE,TRUE,TRUE,"10.1016/j.idm.2019.06.002",FALSE,"",FALSE,"","",TRUE
"31036511","","6595179","10.1016/S1473-3099(19)30165-3","../publications/PMC6595179.xml",TRUE,FALSE,TRUE,FALSE,"10.1016/S1473-3099(19)30165-3",FALSE,"",FALSE,"","",TRUE
"31246954","","6597037","10.1371/journal.pmed.1002829","../publications/PMC6597037.xml",TRUE,FALSE,TRUE,FALSE,"10.1371/journal.pmed.1002829",FALSE,"",FALSE,"","",TRUE
"31213175","","6597776","10.1098/rsif.2018.0604","../publications/PMC6597776.xml",TRUE,FALSE,TRUE,FALSE,"10.1098/rsif.2018.0604",TRUE,"general-purpose repository",FALSE,"electronic supplementary material is available online at http://dx doi org/10 6084/m9 figshare c 4530176 6 2019 19 6 2019 19 6 2019 [ comment ] 16 155 20180604 10 8 2018 22 5 2019 (c) 2019 the authors2019 published by the royal society under the terms of the creative commons attribution license http://creativecommons org/licenses/by/4 0/ which permits unrestricted use provided the original author and source are credited [ pi ] singapore experienced its first known zika outbreak in 2016.","",TRUE
