,PMID,is_coi_pred,is_register_pred,is_fund_pred,is_open_code,is_open_data,Disease,Model,Publication_Year,Journal
940,33558607,True,False,True,False,True,Covid-19,Time Series,2021 Covid-19,NPJ Digit Med
944,33553058,True,False,False,False,False,Multiple different agents,Time Series,2021 Non Covid-19,J Public Health Res
957,33534755,True,False,True,False,False,Dengue,Spatiotemporal,2021 Non Covid-19,Am J Trop Med Hyg
964,33518773,True,False,False,False,False,General (theoretical model),Spatiotemporal,2021 Non Covid-19,Chem Eng Sci
966,33330884,True,False,True,True,False,Covid-19,Agent-based,2021 Covid-19,medRxiv
968,33522669,True,False,True,True,True,Covid-19,Time Series,2021 Covid-19,Microsc Res Tech
972,33519119,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Chaos Solitons Fractals
974,33514771,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Sci Rep
978,33508030,True,False,True,False,True,Covid-19,Compartmental,2021 Covid-19,PLoS One
981,33503063,True,False,True,True,False,Unspecified (super-category),Time Series,2021 Non Covid-19,PLoS One
985,33495509,True,False,True,True,True,Covid-19,Spatiotemporal,2021 Covid-19,Commun Biol
987,33486527,True,False,True,True,True,General (theoretical model),Spatiotemporal,2021 Non Covid-19,J Am Med Inform Assoc
993,33477576,True,False,True,False,False,Covid-19,Spatiotemporal,2021 Covid-19,Int J Environ Res Public Health
1010,33446859,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,Sci Rep
1015,33439880,True,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,PLoS One
1023,33430851,True,False,True,False,False,Covid-19,Time Series,2021 Covid-19,BMC Public Health
1049,33341667,True,False,True,False,False,HIV,Agent-based,2021 Non Covid-19,Epidemics
1052,33313455,False,False,True,False,False,Covid-19,Agent-based,2021 Covid-19,Infect Dis Model
1059,33281248,True,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,J Bus Res
1066,33232262,True,False,False,False,False,Covid-19,Time Series,2021 Covid-19,JMIR Public Health Surveill
1067,33225114,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Infect Dis Model
1087,33100582,True,False,True,True,False,Covid-19,Compartmental,2021 Covid-19,Saf Sci
1101,32982019,False,False,True,False,False,Covid-19,Compartmental,2021 Covid-19,Appl Math Model
1102,32971006,True,False,True,False,False,Malaria,Spatiotemporal,2021 Non Covid-19,Lancet Infect Dis
1107,32838058,True,False,True,False,False,Covid-19,Multiple,2021 Covid-19,Clin Epidemiol Glob Health
1118,32580814,False,False,False,False,False,Covid-19,Compartmental,2021 Covid-19,Disaster Med Public Health Prep
1123,34552670,False,False,True,False,True,General (theoretical model),Time Series,2019,Theor Ecol
1134,31574659,False,False,False,False,False,General (theoretical model),Compartmental,2019,Phys Rev E
1138,31684018,True,False,True,False,False,Cholera,Spatiotemporal,2019,Int J Environ Res Public Health
1150,30716139,True,False,True,False,False,General (theoretical model),Agent-based,2019,PLoS One
1151,31867406,True,False,True,False,False,Streptococcus,Spatiotemporal,2019,Open Forum Infect Dis
1154,31683644,True,False,True,True,True,Nephropathia epidemica,Spatiotemporal,2019,Viruses
1160,31729435,True,False,True,False,False,General (theoretical model),Agent-based,2019,Sci Rep
1165,30165060,False,False,True,False,False,General (theoretical model),Compartmental,2019,Theor Popul Biol
1169,31843887,True,False,True,False,False,Influenza illnesses,Time Series,2019,Proc Natl Acad Sci U S A
1173,31568489,True,True,True,False,True,Malaria,Spatiotemporal,2019,PLoS One
1177,31433482,False,False,False,False,False,Measles,Agent-based,2019,JAMA Netw Open
1184,30993854,True,False,True,False,False,HIV,Time Series,2019,J Int AIDS Soc
1199,30338588,True,False,True,False,False,Influenza illnesses,Time Series,2019,Health Econ
1201,31439885,True,False,True,False,False,Herpes zoster,Time Series,2019,Sci Rep
1211,31386651,True,False,True,True,True,Influenza illnesses,Time Series,2019,PLoS Comput Biol
1214,30922405,True,False,True,False,True,Dengue,Spatiotemporal,2019,Infect Dis Poverty
1218,31196004,True,False,True,False,True,HFMD,Compartmental,2019,BMC Infect Dis
1225,31009460,True,False,True,False,False,Dengue,Spatiotemporal,2019,PLoS Negl Trop Dis
1226,31336865,True,False,True,False,False,Dengue,Spatiotemporal,2019,Int J Environ Res Public Health
1243,31290184,True,False,True,False,False,Measles,Time Series,2019,Stat Med
1249,30987085,True,False,True,False,False,HFMD,Spatiotemporal,2019,Int J Environ Res Public Health
1250,30824756,True,False,True,False,False,Influenza illnesses,Time Series,2019,Sci Rep
1255,31703720,True,False,True,False,False,Leishmaniasis,Spatiotemporal,2019,Parasit Vectors
1260,31229233,True,False,False,False,False,Malaria,Spatiotemporal,2019,Lancet
1261,31322439,True,False,True,False,False,Unspecified (super-category),Time Series,2019,Environ Health Perspect
1265,31260441,True,False,True,True,True,Dengue,Agent-based,2019,PLoS Negl Trop Dis
1266,31053075,True,False,True,False,False,Malaria,Agent-based,2019,Malar J
1278,31601887,True,False,True,False,False,HFRS,Time Series,2019,Sci Rep
1280,31319532,True,False,True,False,False,General (theoretical model),Spatiotemporal,2019,Int J Environ Res Public Health
1290,30768613,True,False,True,False,True,Chagas,Spatiotemporal,2019,PLoS Negl Trop Dis
1291,31234938,True,False,True,False,False,Influenza illnesses,Time Series,2019,BMC Res Notes
1294,30817798,True,False,True,False,False,HIV,Compartmental,2019,PLoS One
1299,30832594,True,False,True,False,False,Influenza illnesses,Agent-based,2019,BMC Infect Dis
1300,31129573,True,False,True,True,False,Dengue,Spatiotemporal,2019,BMJ Open
1317,31774823,True,False,True,False,False,Dengue,Spatiotemporal,2019,PLoS One
1320,33447371,True,False,True,False,False,Vector,Time Series,2019,F1000Res
1325,30601755,True,False,False,False,False,West Nile virus,Time Series,2019,JMIR Public Health Surveill
1326,30891269,True,False,True,True,True,Campylobacter,Compartmental,2019,R Soc Open Sci
1332,31142826,True,False,True,False,False,HFMD,Time Series,2019,Sci Rep
